video_url,Step_No,Instruction_Text,Action_Type,Tool_Product,Purpose_Outcome,NLP_Matched,AI_Matched
https://www.youtube.com/watch?v=rRYK9ARoIOo,1,"To roll clothes, start by laying the garment flat on a steady surface and smooth out any wrinkles with your hands.",Roll,clothes,clothes,Lay the garment bag on a flat surface.,Fold and roll the garment bag.
https://www.youtube.com/watch?v=rRYK9ARoIOo,2,"For shirts, fold the sleeves toward the center and grab the bottom hem of the shirt.",Fold,For shirts,the sleeves,Fold the sleeves towards the center.,Fold the sleeves towards the center.
https://www.youtube.com/watch?v=rRYK9ARoIOo,3,Fold the hem up once and then begin rolling the shirt up to the neckline.,Fold,hem,the hem,Fold and roll the garment bag.,Lay the shirt face-down on a flat surface.
https://www.youtube.com/watch?v=rRYK9ARoIOo,4,"To roll pants, fold the pants in half with the pockets facing out.",Roll,pants,pants,Fold the pants in half.,Fold the pants in half.
https://www.youtube.com/watch?v=rRYK9ARoIOo,5,"Roll the pants with both hands from the waistline down to the ankle, smoothing any wrinkles as you fold the fabric.",Roll,pants,the pants,Roll the pants.,Fold the pants in half.
https://www.youtube.com/watch?v=rRYK9ARoIOo,6,"To roll the pants, fold the sleeves toward the center and grab the bottom hem of the shirt.",Roll,pants,the pants,Fold the sleeves towards the center.,Fold the pants in half.
https://www.youtube.com/watch?v=l8-YAlO7QS8,1,"Before using rosemary and cooking, rinse it and trim off individual sprigs.",Rinse,Before,rosemary and cooking,Trim off individual sprigs.,Rinse the rosemary.
https://www.youtube.com/watch?v=l8-YAlO7QS8,2,"If you want to use the rosemary for a garnish or flavoring, keep the sprigs intact.",Want,,to use the rosemary for a garnish or flavoring,Leave the sprigs intact for garnish and flavoring.,Leave the sprigs intact for garnish and flavoring.
https://www.youtube.com/watch?v=l8-YAlO7QS8,3,"However, if you plan to use the rosemary in your recipes, then pinch the tip of the sprig with one hand and slide your other hand down the stem to strip off individual needles.",Plan,,to use the rosemary in your recipes,Take your potato wedges to the next level.,Rinse the rosemary.
https://www.youtube.com/watch?v=l8-YAlO7QS8,4,"Dice the needles until they're fine and sprinkle them on breads, baked goods, fish, and meats.",,,they,Make herbed breads and baked goods.,Strip off the needles.
https://www.youtube.com/watch?v=hhHsCFMwCBU,1,"To make your own yogurt at home, all you need is milk and some store-bought yogurt.",Make,yogurt,your own yogurt,Make sure your yogurt is ready.,Choose a yogurt maker.
https://www.youtube.com/watch?v=hhHsCFMwCBU,2,"Make sure the yogurt contains live active cultures, which are what turn the milk into more yogurt.",Make,,"sure the yogurt contains live active cultures , which are what turn the milk into more yogurt",Make sure your yogurt is ready.,Check to see if the yogurt has firmed up.
https://www.youtube.com/watch?v=hhHsCFMwCBU,3,"First, pour 8 cups, 2 liters, of milk into a Dutch oven.",Pour,cups,"8 cups , 2 liters , of milk",Know the benefits of a yogurt maker.,Heat the milk to 185ºF (85ºC).
https://www.youtube.com/watch?v=hhHsCFMwCBU,4,"Then, heat the milk over medium-high heat, stirring it continuously so it doesn't scorch.",Heat,milk,the milk,Heat the milk to 185ºF (85ºC).,Heat the milk to 185ºF (85ºC).
https://www.youtube.com/watch?v=hhHsCFMwCBU,5,Use an instant read thermometer to check the temperature of the milk.,Use,thermometer,an instant read thermometer,Check to see if the yogurt has firmed up.,Cool the milk to 110ºF (43ºC).
https://www.youtube.com/watch?v=hhHsCFMwCBU,6,"Once it reads 200 degrees Fahrenheit, 93 degrees Celsius, turn off the heat and let the milk cool to around 115 degrees Fahrenheit, 46 degrees Celsius.",Read,degrees,"200 degrees Fahrenheit , 93 degrees Celsius",Cool the milk to 110ºF (43ºC).,Cool the milk to 110ºF (43ºC).
https://www.youtube.com/watch?v=hhHsCFMwCBU,7,"Now, add 1 cup, 235 milliliters, of the warm milk and add half a cup, 120 grams, of store-bought yogurt to a bowl and whisk until they're well blended.",Add,cup,"1 cup , 235 milliliters , of the warm milk",Place the containers of the cooled milk and starter in the yogurt maker.,Choose a yogurt maker.
https://www.youtube.com/watch?v=hhHsCFMwCBU,8,"Then, cover the Dutch oven and place in a turned off oven to keep the milk warm while it sets.",Cover,oven,the Dutch oven,Supply a cover to keep in the heat.,Cool the milk to 110ºF (43ºC).
https://www.youtube.com/watch?v=hhHsCFMwCBU,9,"Let the yogurt set for at least four hours, or until it reaches the taste and consistency you like.",Let,,"the yogurt set for at least four hours , or until it reaches the taste and consistency you like",Strain the yogurt through cheesecloth for a thicker consistency.,Refrigerate the yogurt.
https://www.youtube.com/watch?v=hhHsCFMwCBU,10,"Finally, transfer the yogurt to a separate container and store it in your fridge for up to two weeks.",Transfer,yogurt,the yogurt,Check to see if the yogurt has firmed up.,Refrigerate the yogurt.
https://www.youtube.com/watch?v=2flNGDkNqzY,1,"When your cuticles are dry, they can start to peel and crack.",Start,,your cuticles,"If your cuticles are cracked and painful, use a topical antibacterial ointment.","If your cuticles are cracked and painful, use a topical antibacterial ointment."
https://www.youtube.com/watch?v=2flNGDkNqzY,2,"To stop your cuticles from peeling, remember to moisturize your hands with lotion every day.",Stop,cuticles,your cuticles,Protect your hands from cold weather.,Regularly moisturize your cuticles.
https://www.youtube.com/watch?v=2flNGDkNqzY,3,You can also apply cuticle cream or oil directly to your cuticles to moisturize them.,Apply,cream,cuticle cream or oil,Regularly moisturize your cuticles.,Regularly moisturize your cuticles.
https://www.youtube.com/watch?v=2flNGDkNqzY,4,"Coconut oil or olive oil work as an easy DIY cuticle moisturizer to prevent your cuticles from drying out, wear gloves when washing dishes, since hot soapy water is very drying.",Prevent,cuticles,your cuticles,"Use olive oil for quick, easy results.",Regularly moisturize your cuticles.
https://www.youtube.com/watch?v=2flNGDkNqzY,5,You should also avoid acetone nail polish remover for the same reason.,Avoid,remover,acetone nail polish remover,"Use olive oil for quick, easy results.",Soak your fingertips in hot water.
https://www.youtube.com/watch?v=2flNGDkNqzY,6,"If nothing seems to help, talk to your doctor since peeling cuticles can be caused by conditions like eczema and medication may be able to help.",Seem,eczema,to help,Know when to consult a doctor.,"If your cuticles are cracked and painful, use a topical antibacterial ointment."
https://www.youtube.com/watch?v=P4XOQgE6zq8,1,"To calculate simple interest, start by multiplying the principal, which is the initial sum borrowed by the loan's interest rate, written as a decimal.",Calculate,interest,simple interest,Convert the interest rate to a decimal value.,Convert the interest rate to a decimal value.
https://www.youtube.com/watch?v=P4XOQgE6zq8,2,"Then, apply that number by the total number of time periods since the loan began to find the simple interest.",Apply,number,that number,Find the number of times the interest will be compounded in 1 year.,Use the correct time period for the length of the loan.
https://www.youtube.com/watch?v=P4XOQgE6zq8,3,"For example, if the principal is $55,000, the interest rate is 3%, and the number of time periods since the loan began is 10 years.",Begin,,the principal,Use the correct time period for the length of the loan.,Use the correct time period for the length of the loan.
https://www.youtube.com/watch?v=P4XOQgE6zq8,4,"First, you'd multiply $55,000 by .3 to get $1,650.",Multiply,"55,000",you,Convert the interest rate to a decimal value.,Determine the total amount borrowed.
https://www.youtube.com/watch?v=P4XOQgE6zq8,5,"Then, you'd multiply $1,650 by 10 to get $16,500.",Multiply,"1,650","$ 1,650",Convert the interest rate to a decimal value.,Express the annual interest rate as a decimal.
https://www.youtube.com/watch?v=P4XOQgE6zq8,6,"Therefore, the simple interest would be $16,500.",,,the simple interest,Find the number of times the interest will be compounded in 1 year.,Express the annual interest rate as a decimal.
https://www.youtube.com/watch?v=oYP_GU34x3U,1,"Since closed containers, make potatoes spoil faster.",Make,Since,potatoes spoil faster,Sort your potatoes.,Cure your potatoes for long-term storage.
https://www.youtube.com/watch?v=oYP_GU34x3U,2,"Then store the potatoes in a cool, dry, dark place, like a pantry or your basement.",Store,potatoes,the potatoes,"Store healthy potatoes in a dark, dry place.","Store healthy potatoes in a dark, dry place."
https://www.youtube.com/watch?v=oYP_GU34x3U,3,"Don't keep raw potatoes in the fridge, since the cold temperature can change how they taste.",Keep,potatoes,raw potatoes,Don't store potatoes in the fridge.,Don't store potatoes in the fridge.
https://www.youtube.com/watch?v=oYP_GU34x3U,4,"Stored this way, potatoes will stay good for around 1-2 weeks.",Store,,potatoes,Check your potatoes periodically for signs of spoilage.,Cure your potatoes for long-term storage.
https://www.youtube.com/watch?v=oYP_GU34x3U,5,"For longer term storage, keep the potatoes at 45-55 degrees Fahrenheit, 7-13 degrees Celsius, where they'll stay good for up to 3 months.",Keep,For,the potatoes,Cure your potatoes for long-term storage.,Cure your potatoes for long-term storage.
https://www.youtube.com/watch?v=iIB5AaQzqps,1,The easiest way to make oatmeal is to boil 1 ½ cup of oatmeal in 1 cup of water and stir it as it simmers.,Simmer,,oatmeal,Simmer the oatmeal until it reaches the desired consistency.,Stir the oatmeal thoroughly.
https://www.youtube.com/watch?v=iIB5AaQzqps,2,"Once the oatmeal has thickened to your liking, remove it from the heat and add in any flavorings and toppings that you want, like brown sugar, cream, or nuts.",Thicken,,the oatmeal,Remove the oatmeal from the heat.,Let the oatmeal cool prior to eating.
https://www.youtube.com/watch?v=iIB5AaQzqps,3,Read on to learn how to make oatmeal by baking or microwaving it.,Read,,how to make oatmeal by baking or microwaving it,Bring the water or milk to a low boil.,Pour the oatmeal into a microwave safe bowl.
https://www.youtube.com/watch?v=soqyBqIYYXc,1,"If you're not sure what to get your partner for your one month anniversary, consider doing something together, like ice skating or canoeing.",Consider,like,you,Decide when your anniversary is.,Decide when your anniversary is.
https://www.youtube.com/watch?v=soqyBqIYYXc,2,"If you want to exchange gifts, consider setting a price limit together so you're both on the same page.",Want,,to exchange gifts,Discuss the option of giving gifts to one another.,Think carefully about shared gifts.
https://www.youtube.com/watch?v=soqyBqIYYXc,3,"You can also try making your partner something, like a home-cooked meal or a playlist of your favorite songs.",Try,,"making your partner something , like a home - cooked meal or a playlist of your favorite songs",Give something with personal or sentimental value.,Decide when your anniversary is.
https://www.youtube.com/watch?v=soqyBqIYYXc,4,"For more gift ideas, like how to recreate your first date, read on.",Read,For,your first date,Pick a gift that builds on the familiar in a new way.,Think carefully about shared gifts.
https://www.youtube.com/watch?v=Y5E3DJk6ezs,1,I Thank you.,Thank,you,you,,Serve.
https://www.youtube.com/watch?v=eT6lmWhDpm8,1,"To make a latte without an espresso machine, first brew a pot of strong black coffee.",Make,latte,a latte,Pour 1 to 2 ounces of brewed strong coffee into your mug.,Brew your espresso.
https://www.youtube.com/watch?v=eT6lmWhDpm8,2,Then fill a microwave safe jar or dish halfway with milk.,Fill,jar,a microwave safe jar or dish halfway,Make very strong coffee using a regular coffee maker.,Prepare the milk.
https://www.youtube.com/watch?v=eT6lmWhDpm8,3,"Put the lid on the jar, then shake it to froth the milk inside.",Put,lid,the lid,Froth some milk.,Froth some milk.
https://www.youtube.com/watch?v=eT6lmWhDpm8,4,Take the lid off and microwave the milk for 30 seconds.,Take,lid,the lid,Measure the coffee for your latte.,Steam the milk.
https://www.youtube.com/watch?v=eT6lmWhDpm8,5,"Next, pour the black coffee into a mug and pour the hot milk in while holding the foam back with a spoon.",Pour,coffee,the black coffee,Pour 1 to 2 ounces of brewed strong coffee into your mug.,Pour the steamed milk over the espresso.
https://www.youtube.com/watch?v=eT6lmWhDpm8,6,"To make a latte with an espresso machine, first brew a double shot of espresso and pour it into your mug or glass.",Make,latte,a latte,Pour 1 to 2 ounces of brewed strong coffee into your mug.,Pour the steamed milk over the espresso.
https://www.youtube.com/watch?v=eT6lmWhDpm8,7,Then fill your frothing pitcher one third of the way with milk and steam the milk using the steaming wand on your machine until it has about doubled in size.,Fill,pitcher,your frothing pitcher,Steam the milk.,Froth some milk.
https://www.youtube.com/watch?v=eT6lmWhDpm8,8,"Finally, slowly pour the steamed milk and foam into your mug with the espresso.",Pour,milk,the steamed milk and foam,Pour 1 to 2 ounces of brewed strong coffee into your mug.,Pour the steamed milk over the espresso.
https://www.youtube.com/watch?v=XahzC3Uc3fM,1,"If you want to stay focused during a lecture, take notes or doodle to keep your mind on the material.",Want,,to stay focused during a lecture,Take notes while you work.,Take notes while you work.
https://www.youtube.com/watch?v=XahzC3Uc3fM,2,"When working alone, you can talk out loud as you work to keep your focus.",Work,,to keep your focus,Speak out loud as you work.,Speak out loud as you work.
https://www.youtube.com/watch?v=XahzC3Uc3fM,3,Creating a detailed schedule of your day with specific times for work can also help you concentrate.,Help,,a detailed schedule of your day with specific times for work,Structure each day at the beginning of each day.,Find your best time to work.
https://www.youtube.com/watch?v=XahzC3Uc3fM,4,"If you're not a morning person, reserve your work time for later in the day and vice versa.",Reserve,time,you,Find your best time to work.,Find your best time to work.
https://www.youtube.com/watch?v=XahzC3Uc3fM,5,"Finally, don't forget to take breaks to refresh your mind.",Forget,,to take breaks to refresh your mind,Find your best time to work.,Take scheduled breaks.
https://www.youtube.com/watch?v=XahzC3Uc3fM,6,"To learn ways to eliminate distractions, read on.",Learn,ways,ways to eliminate distractions,Find your best time to work.,Embrace the distractions you cannot control.
https://www.youtube.com/watch?v=qBXyJxVPZXI,1,"To ripen an avocado, seal it in a brown paper bag for a couple of days, which will trap the ethylene gas that causes the fruit to ripen.",Ripen,avocado,an avocado,"Add a banana, apple, or tomato to the brown paper bag.",Place the unripe avocado into a brown paper bag.
https://www.youtube.com/watch?v=qBXyJxVPZXI,2,"To speed up the ripening process even more, add fruits like bananas, apples, and tomatoes to the bag since they also emit ethylene gas.",Speed,process,the ripening process,"Add a banana, apple, or tomato to the brown paper bag.",Monitor the stages of ripeness.
https://www.youtube.com/watch?v=qBXyJxVPZXI,3,"After you seal the bag, store it at room temperature and out of direct sunlight while you wait for the avocado to ripen.",Seal,bag,the bag,"Store the bag, closed, at room temperature.",Place the unripe avocado into a brown paper bag.
https://www.youtube.com/watch?v=qBXyJxVPZXI,4,"You'll know it's ripe when you can gently press the avocado and it feels soft, but not mushy.",Know,,"it 's ripe when you can gently press the avocado and it feels soft , but not mushy","If bad becomes worse, puree your avocado and freeze it.",Place the unripe avocado into a brown paper bag.
https://www.youtube.com/watch?v=bKiqZ_DTN2s,1,"To do a back walkover, first raise your arms straight above your head and extend your dominant leg in front of you.",Do,walkover,a back walkover,Raise your arms and extend your dominant leg.,Raise your arms and extend your dominant leg.
https://www.youtube.com/watch?v=bKiqZ_DTN2s,2,"Then, plant your hands on the mat and shift your weight to them.",Plant,hands,your hands,Do stretches to improve your shoulder and back flexibility.,Push your shoulders over your hands.
https://www.youtube.com/watch?v=bKiqZ_DTN2s,3,"From the bridge position, lift your planted foot and push up into a split.",Lift,From,your planted foot,Push up into a split position.,Push up into a split position.
https://www.youtube.com/watch?v=bKiqZ_DTN2s,4,Make sure you keep your leg straight and point your toes.,Make,,sure you keep your leg straight and point your toes,Raise your arms and extend your dominant leg.,Raise your arms and extend your dominant leg.
https://www.youtube.com/watch?v=bKiqZ_DTN2s,5,"Finally, follow through and land on your leading leg first.",Follow,,,Follow through and land.,Follow through and land.
https://www.youtube.com/watch?v=bKiqZ_DTN2s,6,Have someone spot you until you get the hang of it.,Spot,you,someone spot you until you get the hang of it,Seek advice on why you might be having trouble.,Hold your position firmly.
https://www.youtube.com/watch?v=yMTR0Ysuqds,1,"To naturally cleanse your body, start drinking at least eight glasses of water a day to help flush toxins out of your system.",Cleanse,body,your body,Drink plenty of water each day.,Ask your doctor before trying any detox or cleansing regimens.
https://www.youtube.com/watch?v=yMTR0Ysuqds,2,You should also eat more high-fiber foods like whole grain cereals and rice to help your digestive system function better.,Eat,foods,more high - fiber foods like whole grain cereals and rice,Visit your doctor if you have any health concerns.,Avoid colon cleansing unless your doctor suggests it.
https://www.youtube.com/watch?v=yMTR0Ysuqds,3,"Avoid processed foods and simple carbohydrates and eat superfoods like kale, beets, lemon and garlic instead.",Avoid,foods,processed foods and simple carbohydrates,Avoid colon cleansing unless your doctor suggests it.,"Follow a healthy, balanced diet at all times."
https://www.youtube.com/watch?v=yMTR0Ysuqds,4,"Limit your exposure to toxins by giving up alcohol, caffeine and smoking during your cleanse.",Limit,exposure,your exposure to toxins,Try to sleep for 7-9 hours each night.,Ask your doctor before trying any detox or cleansing regimens.
https://www.youtube.com/watch?v=yMTR0Ysuqds,5,"To learn specific cleanses you can try, like the Green Smoothie Cleanse, read on.",Learn,cleanses,specific cleanses,Try to sleep for 7-9 hours each night.,Don't waste money on cleansing products.
https://www.youtube.com/watch?v=W2q6ZwEyYes,1,"To make ooblick, mix two parts cornstarch and one part water in a bowl.",Make,ooblick,ooblick,Place 1 cup (8 oz) of cornstarch in a large bowl.,Stir 1⁄2 cup (120 mL) of water into the cornstarch.
https://www.youtube.com/watch?v=W2q6ZwEyYes,2,Add a few drops of food coloring if you want.,Add,drops,a few drops of food coloring,Add 4-5 drops of food coloring to 1/2 cup of water if you want a color.,Add 4-5 drops of food coloring to 1/2 cup of water if you want a color.
https://www.youtube.com/watch?v=W2q6ZwEyYes,3,Continue to mix the ooblick until you are able to form a ball by rolling the mixture quickly in your hands.,Continue,,to mix the ooblick until you are able to form a ball by rolling the mixture quickly in your hands,Test the Oobleck by grabbing a handful and trying to form a ball.,Test the Oobleck by grabbing a handful and trying to form a ball.
https://www.youtube.com/watch?v=W2q6ZwEyYes,4,"If the ooblick is too runny to form a ball, add in more cornstarch a little at a time.",Add,,the ooblick,Test the Oobleck by grabbing a handful and trying to form a ball.,Test the Oobleck by grabbing a handful and trying to form a ball.
https://www.youtube.com/watch?v=W2q6ZwEyYes,5,"If the mixture is too dry to stick together, add a little more water.",Add,water,the mixture,Add 4-5 drops of food coloring to 1/2 cup of water if you want a color.,Stir 1⁄2 cup (120 mL) of water into the cornstarch.
https://www.youtube.com/watch?v=W2q6ZwEyYes,6,"Once you get the right consistency, knead, roll, and stretch the ooblick to see how it reacts.",Get,consistency,the right consistency,Test the Oobleck by grabbing a handful and trying to form a ball.,Test the Oobleck by grabbing a handful and trying to form a ball.
https://www.youtube.com/watch?v=RsnzDAfyaMQ,1,To remove gum from fabrics hold the fabric so the gum is on the outside and place the fabric in your freezer for 1 to 2 hours until the gum hardens.,Hold,fabric,gum,Clean the fabric according to the care instructions.,Freeze the gum with ice cubes.
https://www.youtube.com/watch?v=RsnzDAfyaMQ,2,If you can't fit the fabric in the freezer put an ice cube or ice pack directly on the gum for 10 to 15 minutes.,Fit,fabric,the fabric,Freeze the gum with ice cubes.,Freeze the gum with ice cubes.
https://www.youtube.com/watch?v=RsnzDAfyaMQ,3,Next use your fingers to pick off as much hardened gum as you can then use a butter knife or spatula to scrape away the remaining bits.,Use,fingers,your fingers,Use tape to lift off the gum.,Pull off the bulk of the gum.
https://www.youtube.com/watch?v=RsnzDAfyaMQ,4,Remove any residue with mineral spirits before cleaning the fabric according to the normal care instructions.,Remove,residue,any residue,Clean the fabric according to the care instructions.,Clean the fabric according to the care instructions.
https://www.youtube.com/watch?v=FPkbgwgEiMM,1,One way you can cook beetroot is by roasting it in the oven.,,,cook beetroot,Place the beetroot in the oven.,Place the beetroot in the oven.
https://www.youtube.com/watch?v=FPkbgwgEiMM,2,"First, wash the beets and cut off the leafy stalks.",Wash,beets,the beets,Heat oven and prepare the beetroot.,Place the beetroot in a baking dish and drizzle with olive oil.
https://www.youtube.com/watch?v=FPkbgwgEiMM,3,"Then, place the beets on a baking dish.",Place,beets,the beets,Place the beetroot in a baking dish and drizzle with olive oil.,Place the beetroot in the oven.
https://www.youtube.com/watch?v=FPkbgwgEiMM,4,"Depending on how big the beets are, roast them in the oven at 425 degrees Fahrenheit, 220 degrees Celsius for 45 minutes, to one and a half hours.",Roast,Depending,on how big the beets are,Steam for 15 to 30 minutes.,Place the beetroot in the oven.
https://www.youtube.com/watch?v=FPkbgwgEiMM,5,You'll know the beets are done when they're tender when you pierce them with a fork.,Know,,You,Place the beetroot in a baking dish and drizzle with olive oil.,Test the beetroot.
https://www.youtube.com/watch?v=FPkbgwgEiMM,6,"For faster beets, boil them instead.",Boil,For,them,Bring the water to a boil.,Heat oven and prepare the beetroot.
https://www.youtube.com/watch?v=FPkbgwgEiMM,7,Bring a large pot of water to a boil and add a liberal amount of salt.,Bring,pot,a large pot of water,Bring the water to a boil.,Bring the water to a boil.
https://www.youtube.com/watch?v=FPkbgwgEiMM,8,"Then, add the beets to the boiling water and cook them for 20 to 40 minutes.",Add,beets,the beets,Steam for 15 to 30 minutes.,Heat oven and prepare the beetroot.
https://www.youtube.com/watch?v=FPkbgwgEiMM,9,"The bigger the beets, the longer they'll take to cook.",Take,,the longer,Bring the water to a boil.,Place the beetroot in the oven.
https://www.youtube.com/watch?v=FPkbgwgEiMM,10,The beets are done once they're tender.,Do,,The beets,Set up the steamer.,Prepare the beetroot.
https://www.youtube.com/watch?v=FPkbgwgEiMM,11,Drain the beets in a colander and enjoy.,Drain,beets,,Place the beetroot in a baking dish and drizzle with olive oil.,Place the beetroot in the oven.
https://www.youtube.com/watch?v=TCZFJb70As0,1,"To cook your sweet potato in the microwave, first scrub it under cool running water.",Cook,potato,your sweet potato,Put the plate in the microwave and select a cooking time.,Wrap your sweet potato for cooking.
https://www.youtube.com/watch?v=TCZFJb70As0,2,"To make sure it doesn't explode in the microwave, prick the sweet potato 6-8 times with a fork.",Make,,sure it does n't explode in the microwave,Put the plate in the microwave and select a cooking time.,Wrap your sweet potato for cooking.
https://www.youtube.com/watch?v=TCZFJb70As0,3,"And microwave for 3-5 minutes on each side until you can stick a fork in easily, but the center is still firm.",Microwave,for,a fork,Put the plate in the microwave and select a cooking time.,Put the plate in the microwave and select a cooking time.
https://www.youtube.com/watch?v=TCZFJb70As0,4,"If it's still too hard, continue microwaving in 1 minute increments.",Continue,,it,Put the plate in the microwave and select a cooking time.,Put the plate in the microwave and select a cooking time.
https://www.youtube.com/watch?v=TCZFJb70As0,5,"When your sweet potato is fully cooked, unwrap it and let it cool for 5 minutes.",Cook,,your sweet potato,Let your sweet potato cool.,Wrap your sweet potato for cooking.
https://www.youtube.com/watch?v=TCZFJb70As0,6,Then cut it in half and enjoy!,Cut,,it,Put the plate in the microwave and select a cooking time.,Pierce the skin with a fork.
https://www.youtube.com/watch?v=jLqeEExWpRU,1,"To construct the floor of your shed, install deck piers and fasten support beams lengthwise.",Construct,floor,the floor of your shed,String support beams lengthwise across the deck piers.,Nail plywood sheeting to the joists to form the shed floor.
https://www.youtube.com/watch?v=jLqeEExWpRU,2,Build the walls and rafters out of wood beams and make sure to build the back wall slightly shorter to create a slant.,Build,walls,the walls and rafters,Build rafters across the roof and separate them with blocking.,Build rafters across the roof and separate them with blocking.
https://www.youtube.com/watch?v=jLqeEExWpRU,3,"For recommended measurements and tips on how to make your shed even sturdier, read on.",Read,For,measurements and tips,Nail plywood sheeting to the joists to form the shed floor.,Nail plywood sheeting to the joists to form the shed floor.
https://www.youtube.com/watch?v=zBepuf7oxpE,1,"Before doing any self-treatments, check with a physician to make sure the problem is actually hip misalignment.",Check,Before,any self - treatments,Determine any specific causes for misalignment and correct them.,Confirm that your hips are misaligned.
https://www.youtube.com/watch?v=zBepuf7oxpE,2,"If it is, try to remove daily sources of stress, like poor posture or heavy bags that could have caused or worsened the issue.",Try,,it,Confirm that your hips are misaligned.,See a physical therapist.
https://www.youtube.com/watch?v=zBepuf7oxpE,3,"To strengthen the muscles around your hips, try performing pelvic tilts, prone hip extensions, and side-lying hip abductions.",Strengthen,muscles,the muscles around your hips,Try side-lying hip abductions.,Practice prone hip extensions on your weaker side.
https://www.youtube.com/watch?v=zBepuf7oxpE,4,"If you want to release built-up tension, go with iliotibial band, seat side saddle, and knee-to-chest stretches instead.",Want,,to release built - up tension,Stretch your iliotibial band.,Do knee to chest stretches.
https://www.youtube.com/watch?v=zBepuf7oxpE,5,"For tips from our medical reviewer on seeking further professional help, read on.",Read,For tips,further professional help,Practice prone hip extensions on your weaker side.,Talk to your primary care physician.
https://www.youtube.com/watch?v=nsv5VkCGMPM,1,"Ants usually aren't harmful to potted plants, but you can still remove them by placing bait traps on the floor around your plants.",,,Ants,Surround your plants with household products that are toxic or deterrents to ants.,Surround your plants with household products that are toxic or deterrents to ants.
https://www.youtube.com/watch?v=nsv5VkCGMPM,2,Replace the bait traps every few days until you don't see ants anymore.,Replace,traps,the bait traps,Use a bait to destroy the entire ant colony.,Use a bait to destroy the entire ant colony.
https://www.youtube.com/watch?v=nsv5VkCGMPM,3,Another solution is to cover the topsoil of your plants with a thin layer of diatomaceous earth which is an organic insecticide.,,,Another solution,Cover the topsoil with Diatomaceous Earth (DE).,Cover the topsoil with Diatomaceous Earth (DE).
https://www.youtube.com/watch?v=nsv5VkCGMPM,4,This will kill any ants on your house plants and it's completely plant safe.,Kill,ants,any ants on your house plants,Surround your plants with household products that are toxic or deterrents to ants.,Surround your plants with household products that are toxic or deterrents to ants.
https://www.youtube.com/watch?v=nsv5VkCGMPM,5,"To make an ant repellent, squeeze some citrus juice over your plants.",Make,repellent,an ant repellent,Surround your plants with household products that are toxic or deterrents to ants.,Surround your plants with household products that are toxic or deterrents to ants.
https://www.youtube.com/watch?v=nsv5VkCGMPM,6,Ants don't like the smell of citrus so the citrus juice will help keep them away.,Like,smell,the smell of citrus,Surround your plants with household products that are toxic or deterrents to ants.,Surround your plants with household products that are toxic or deterrents to ants.
https://www.youtube.com/watch?v=nsv5VkCGMPM,7,"Cinnamon, cloves, chilli powder or coffee grounds sprinkled around the base of your plants will also deter ants.",Deter,ants,"Cinnamon , cloves , chilli powder or coffee grounds",Surround your plants with household products that are toxic or deterrents to ants.,Surround your plants with household products that are toxic or deterrents to ants.
https://www.youtube.com/watch?v=nsv5VkCGMPM,8,You can also place your plants on a ledge or in hanging pots so they're more difficult for ants to reach.,Place,plants,your plants,Surround your plants with household products that are toxic or deterrents to ants.,Surround your plants with household products that are toxic or deterrents to ants.
https://www.youtube.com/watch?v=EyClFsYXb-I,1,"Really, there's two kinds of distractions.",Be,kinds,two kinds of distractions,Tune out specific distractions as you notice them.,Tune out specific distractions as you notice them.
https://www.youtube.com/watch?v=EyClFsYXb-I,2,There's internal distractions and external distractions.,Be,distractions,internal distractions and external distractions,Tune out specific distractions as you notice them.,Tune out specific distractions as you notice them.
https://www.youtube.com/watch?v=EyClFsYXb-I,3,So let's start with the external distractions.,Let,,'s start with the external distractions,Keep yourself on track with the “be here now” technique.,Tune out specific distractions as you notice them.
https://www.youtube.com/watch?v=EyClFsYXb-I,4,"First, basically, there are people distractions and digital distractions.",Be,distractions,people distractions and digital distractions,Tune out specific distractions as you notice them.,Tune out specific distractions as you notice them.
https://www.youtube.com/watch?v=EyClFsYXb-I,5,Those are the two main kinds of distractions that throw us off.,,,Those,Go off the grid.,Tune out specific distractions as you notice them.
https://www.youtube.com/watch?v=EyClFsYXb-I,6,"So if we're sitting there really trying to focus and somebody walks into the room, our attention is going to be drawn to that, especially this try to start talking to us and that can really disrupt our flow.",Sit,,we,Find a place that makes you want to study.,Tune out specific distractions as you notice them.
https://www.youtube.com/watch?v=EyClFsYXb-I,7,So we just want to let people know when we're in a work mode and be in a physical space that's going to reduce those kinds of human distractions.,Want,,to let people know when we 're in a work mode and be in a physical space that 's going to reduce those kinds of human distractions,Give in to your distraction as a reward.,Tune out specific distractions as you notice them.
https://www.youtube.com/watch?v=EyClFsYXb-I,8,"Now the digital distractions are common too, and that's going to be notifications, popups, tempting websites, etc.",,,the digital distractions,Keep yourself on track with the “be here now” technique.,Tune out specific distractions as you notice them.
https://www.youtube.com/watch?v=EyClFsYXb-I,9,"And the simplest way to kind of shut those off is just to put your phone and do not disturb mode, right?",,,those,Take a brief study break now and then.,Tune out specific distractions as you notice them.
https://www.youtube.com/watch?v=EyClFsYXb-I,10,"So you're not getting buzz every five seconds from that group chat that you know, you just it's not really meaningful, but you kind of can't look away.",Get,from,buzz,Find a place that makes you want to study.,Tune out specific distractions as you notice them.
